,email,link
67,pasadena@ilfo.com,https://www.ilfornaio.com/locations/
68,roseville@ilfo.com,https://www.ilfornaio.com/locations/
69,sacramento@ilfo.com,https://www.ilfornaio.com/locations/
70,sanjose@ilfo.com,https://www.ilfornaio.com/locations/
71,santaclara@ilfo.com,https://www.ilfornaio.com/locations/
72,walnutcreek@ilfo.com,https://www.ilfornaio.com/locations/
73,WoodlandHills@ilfo.com,https://www.ilfornaio.com/locations/
74,hello@interbevgroup.com.,http://www.interbevgroup.com/privacy.php
75,karen@limonsf.com,https://www.limonrestaurants.com/private-dining/
76,events@limonsf.com,https://www.limonrestaurants.com/private-dining/
77,catering@limonsf.com,https://www.limonrestaurants.com/catering-1/
78,INFO@LIMONSF.COM,https://www.limonrestaurants.com/press/
79,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.lunardis.com
80,831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com,https://www.lunardis.com
81,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,https://www.lunardis.com
82,customerservice@lunardis.com,https://www.lunardis.com/privacy-policy
83,customerservice@lunardis.net,https://www.lunardis.com/contact
84,sgallagher@support.ucsf.edu,https://www.lunardis.com/copy-4-of-gift-cards-1
85,burlingame@maverickjacks.com,https://www.maverickjacks.com/location/mavericks-jacks/
86,catering@maverickjacks.com,https://www.maverickjacks.com/catering/
87,masaladesicafe@gmail.com,https://www.masaladesicafe.com/
88,13e49d785d8d4f828038b6136f3b48ba@sentry.io,https://www.masaladesicafe.com/
89,info@romasf.com,https://www.romasf.com/
90,info@romaSF.com,https://www.romasf.com/
91,matt@pixelspread.com,https://mingalabarestaurant.com/about-us
92,hello@rfuenzalida.com,https://mingalabarestaurant.com/about-us
93,info@oubiz.com,http://outlookunited.com
94,catering@molliestones.com,https://catering.molliestones.com/site?returnurl=/
95,info@korbinkameron.com,https://www.korbinkameron.com/Legal/Returns--Cancellations
96,Korbin@KorbinKameron.com,https://www.korbinkameron.com/Wine-Club
97,svetlins@yahoo.com,https://narinthai.com/direction.htm
98,nealscoffeeshop@sbcglobal.net,https://nealscoffeeshop.net/
99,ask@garten.co,https://solutionsdesk.zendesk.com/hc/en-us
100,danny@newenglandlobster.net,https://newenglandlobster.net/private-events/
101,caf8b1f7b1c64c338540e57a2871b257@o5138.ingest.sentry.io,https://www.yola.com/
102,f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com,https://www.socialsharksmarketing.com/
103,peninsulatennisclub@gmail.com,https://www.peninsulatennisclub.org/login/
104,comments@pizzamyheart.com,https://www.pizzamyheart.com/accessibility/
105,Allison@pizzamyheart.com,https://www.pizzamyheart.com/jobs/
106,Comments@pizzamyheart.com,https://www.pizzamyheart.com/about/
107,20retail@delfinasf.com,https://www.pizzeriadelfina.com/
108,retail@delfinasf.com,https://www.pizzeriadelfina.com/
109,paloalto@pizzeriadelfina.com,https://www.pizzeriadelfina.com/location/palo-alto/
110,delfina@delfinasf.com,https://www.pizzeriadelfina.com/location/mission-district/
111,pacheights@delfinasf.com,https://www.pizzeriadelfina.com/location/pacific-heights/
112,support@goldbelly.com,https://www.goldbelly.com/pizzeria-delfina
113,pacheights@pizzeriadelfina.com,https://www.pizzeriadelfina.com/catering/
114,mission@pizzeriadelfina.com,https://www.pizzeriadelfina.com/catering/
115,burlingame@pizzeriadelfina.com,https://www.pizzeriadelfina.com/catering/
116,jobs@delfinasf.com,https://www.pizzeriadelfina.com/jobs/
117,salescn@primecellar.com,https://www.primecellar.com/china/
118,info@primecellar.com,https://www.primecellar.com/export-wines/
119,info@www.primecellar.com,https://www.primecellar.com/wine-blog/
120,business@skyramen.com,https://www.skyramen.com
121,contact@rangoonruby.com,https://rangoonruby.com/contact/
122,events@risepizzeria.com,https://www.risepizzeria.com/table-reservations/
123,info@risepizzeria.com,https://www.risepizzeria.com/location/hours-and-location/
124,info@ristoranterocca.com,https://www.ristoranterocca.com/
125,saltyard@yahoo.com,https://www.saltyardrestaurant.com/contact/
126,domenico.cerbino@alsia.it,http://www.ecodibasilicata.it/2015/lalsia-promuove-sviluppo-zafferano/
127,saporeitaliano@yahoo.com,https://www.saporeitalianoristorante.com/
128,example@example.com,https://www.specterwhiskey.com/process
129,info@beyondmenu.com,https://www.spicyfactoryca.com/accessibility.aspx
130,grsatsf@aol.com,https://www.stacksrestaurant.com/contactus
131,name@example.com,https://www.sunrisedelisf.com/menu
132,dine@trapezerestaurant.com,https://trapezerestaurant.com/lunch/
133,nesipozgu@gmail.com,https://trapezerestaurant.com/thanksgiving_2022/
134,brandsupport@vagabondinn.com,https://www.vagabondinn.com/
0,sales@milestoneinternet.com,https://www.milestoneinternet.com/
0,brandsupport@vagabondinn.com,https://www.vagabondinn.com/site-map
1,privacy@milestoneinternet.com,https://www.vagabondinn.com/privacy-policy
